mal_id,title,score,genres,synopsis,image_url,type,episodes,members,url
53050,"Kanojo, Okarishimasu 3rd Season",6.96,"Comedy, Romance","With her late grandfather's inspiring words in mind, Chizuru Mizuhara teams up with her friend Kazuya Kinoshita to launch a crowdfunding campaign for an amateur film. The two hope that with the success of the project, Chizuru can honor her grandparents' wishes before she loses her grandmother as well. After their wild encounters with three girls—Kazuya's clingy ""trial"" girlfriend, Ruka Sarashina; their nosy new next-door neighbor, Mini Yaemori; and Chizuru's shy work friend, Sumi Sakurasawa—they all collaborate together to reach the campaign goal and begin production of the film. As their ambitious endeavor progresses, Chizuru and Kazuya grow closer and begin to struggle with their mutual feelings.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1696/136634l.jpg,TV,12.0,215431,https://myanimelist.net/anime/53050/Kanojo_Okarishimasu_3rd_Season
4999,Asu no Yoichi!,6.67,"Action, Comedy, Romance, Ecchi","Yoichi Karasuma has spent all of his life in the mountains, training in the Soaring Wind, Divine Wind swordsmanship style. Under his father’s guidance, he is able to master the technique at the age of 17. With nothing left to learn, Yoichi is sent to a new dojo located in the city so he can continue to train and gain an understanding of modern society.

Unfortunately, Yoichi has no idea how to act or speak to anyone in the present day and acts like a samurai, complete with odd speech and traditional clothing. As he goes to live with the Ikaruga sisters at the dojo, Yoichi, clueless on how to interact with others, is constantly hurtled in hilarious misunderstandings. Asu no Yoichi! follows Yoichi as he stumbles through his new life and tries to learn how to live in the modern world with his new family.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/6/20621l.jpg,TV,12.0,215361,https://myanimelist.net/anime/4999/Asu_no_Yoichi
52955,Mahoutsukai no Yome Season 2,7.76,"Drama, Fantasy, Romance","Apprentice mage Chise Hatori is invited to enroll at the College, a prestigious learning institution for sorcerers, to examine and look for a way to remove the curses she bears. Despite the reluctance of her groom, Elias Ainsworth, Chise accepts the proposal, as she believes attending the school might help her minimize her self-sacrificing tendencies.

From the get-go, Chise grabs the attention of her classmates and professors alike, who have never seen a mage in action before. However, there is a sinister plot brewing behind the College's back, and the young mage will have to determine who is friend or foe in order to put a stop to it.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1532/135155l.jpg,TV,12.0,213884,https://myanimelist.net/anime/52955/Mahoutsukai_no_Yome_Season_2
49979,Akuyaku Reijou nanode Last Boss wo Kattemimashita,7.19,"Comedy, Fantasy, Romance","Aileen Lauren Dautriche's life changes forever on the day her engagement with the crown prince Cedric Jeanne Elmir is nullified so he can be together with Lilia Rainworth. The event triggers Aileen's memories from her past life—she has been reincarnated in an otome game as the villainess, who is destined to die in the final act. To prevent her predetermined demise, Aileen has only one option: to court the game's last boss, Claude Jeanne Elmir—the proclaimed ""Demon King"" and Cedric's half-brother—and marry him.

However, it is easier said than done, as Claude distrusts her intentions. Instead of giving up, Aileen adamantly tries to win his heart by helping Claude fulfill his wish: to build peace between humankind and demonic beasts. But time is running out, and it is up to Aileen to change the course of not only her tragic ending but Claude's as well.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1648/126110l.jpg,TV,12.0,213472,https://myanimelist.net/anime/49979/Akuyaku_Reijou_nanode_Last_Boss_wo_Kattemimashita
53421,Dosanko Gal wa Namara Menkoi,7.05,"Comedy, Romance","Having just moved from Tokyo to Hokkaido, high school student Tsubasa Shiki decides to explore the picturesque winter landscape he could never experience in the nation's capital. It only takes a moment for Tsubasa's idealized view of Japan's northernmost prefecture to crumble, as the sheer cold and frigid air quickly overwhelm him. While trying to find the way to his new home, Tsubasa runs into Minami Fuyuki—a talkative and friendly Hokkaido native who, despite the cold, is wearing a short skirt. The girl wastes no time in striking up a conversation, and Tsubasa comes to realize that the winter weather is not all that is too much for him to handle.

The next day, Tsubasa is shocked to learn that not only is Fuyuki in his class, but her seat is also right next to his. Swept along by Fuyuki's persistent advances, the young man soon becomes captivated by both life in Hokkaido and the beautiful girl determined to get closer to him. As he deepens his relationship with Fuyuki and meets other fashionable girls from his school, Tsubasa finds out that Hokkaido gals truly are adorable.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1937/136906l.jpg,TV,12.0,213408,https://myanimelist.net/anime/53421/Dosanko_Gal_wa_Namara_Menkoi
54968,Giji Harem,7.83,"Comedy, Romance","Eiji Kitahama has a dream shared by many high school guys: to be popular and have a harem of girls fawning over him. Luckily for him, his new junior in the drama club, Rin Nanakura, has decided to help him realize this wish. Using her impressive acting abilities, she takes on many personalities, from teasing to calm and collected, to play characters in Eiji's simulated harem.

As her connection with Eiji deepens, Rin expands her repertoire, quickly swapping between characters while enjoying high school life together in the club. Through her acting, the real Rin Nanakura tries her best to win Eiji's heart.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1607/143547l.jpg,TV,12.0,213305,https://myanimelist.net/anime/54968/Giji_Harem
53632,Yumemiru Danshi wa Genjitsushugisha,6.62,"Comedy, Romance","Wataru Sajou is infamous in his school for persistently seeking the attention of his crush, Aika Natsukawa. His usual day revolves around shadowing her and confessing his undying love at every turn. However, a moment of epiphany leads Wataru to relinquish his childish behavior and face the reality that she will never return his one-sided feelings. He distances himself from Aika and spends his newfound spare time with his friends and in the company of other lovely girls.

As Wataru moves on, Aika starts approaching him in unusually suggestive ways—making him question whether giving up on his love was the right decision after all.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1239/134810l.jpg,TV,12.0,213004,https://myanimelist.net/anime/53632/Yumemiru_Danshi_wa_Genjitsushugisha
6166,Asobi ni Iku yo!,6.56,"Comedy, Romance, Sci-Fi, Ecchi","High school student Kio Kakazu leads an ordinary life in Okinawa. When attending his grandfather's commemoration, a chance encounter with an eccentric girl named Eris—whose body features resemble a cat—makes him pass out. After finally waking up, Kio is surprised to discover a half-naked Eris right next to him! She explains that she is from a planet called Catia, and her duty is to research Earth and expand her kind's social network.

Due to the warm welcome she received from his family, Eris decides to live in Kio's house. However, the pair's idyllic situation is threatened when people from secret organizations—including his own childhood friend, Manami Kinjou—all aim to seize Eris. If Kio wants to leave a positive impression of Earth on Eris, he has to protect her at all costs and convince everyone that she is not a threat to the planet.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/7/75583l.jpg,TV,12.0,212128,https://myanimelist.net/anime/6166/Asobi_ni_Iku_yo
37446,Hyakuren no Haou to Seiyaku no Valkyria,5.68,"Action, Adventure, Fantasy, Romance","Some urban legends are best left untested! Yuuto Suou gets more than he bargained for when he joins his childhood friend Mitsuki Shimoya in testing out an urban legend. When he uses his phone to take a picture of himself with the local shrine's divine mirror, he is whisked off into another world—one heavily steeped in the lore of the old Norse myths.

Using his knowledge gained from school and from his solar-powered smartphone, he has the chance to bring the Wolf Clan, the same people who cared for him, to prominence, all while earning the adoration of a group of magic-wielding warrior maidens known as the Einherjar.

(Source: J-Novel Club)",https://cdn.myanimelist.net/images/anime/1585/95225l.jpg,TV,12.0,211188,https://myanimelist.net/anime/37446/Hyakuren_no_Haou_to_Seiyaku_no_Valkyria
16353,Love Lab,7.3,"Comedy, Romance","At Fujisaki Girls Academy, student council president Natsuo Maki is the epitome of grace and perfection, admired by all the young girls who attend the school. One day, Riko Kurahashi walks into the student council room on an errand, only to discover Natsuo practicing her kissing techniques on a pillow, an act that is neither graceful nor elegant. Riko soon discovers that Natsuo desires more romance in her life, leading her to practice ""romantic situations"" in secret.

Sympathizing with her, Riko agrees to help Natsuo with her love research. Named ""Love Lab,"" the project practices the essentials of love and romance, such as bumping into each other ""accidentally"" and holding hands. Soon, the entire student council joins in on the fun in the Love Lab too! Through their research and real life encounters, what will they learn about romance?

Weaving together funny characters and comedic situations, Love Lab builds a story of friendship and romance, while never missing a beat with the laughter.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1900/147887l.jpg,TV,13.0,210606,https://myanimelist.net/anime/16353/Love_Lab
19685,Kanojo ga Flag wo Oraretara,6.35,"Comedy, Romance","In visual novels, an imaginary flag is defined as an event that serves as a turning point for the whole story. A player triggering the romance flag for a heroine will proceed to her route, or a death flag will signify that a certain character will die afterwards.

High school student Souta Hatate can see these flags above a person's head, and has the ability to bring them down to stop certain events from happening. Using this power, he has prevented other people's deaths. But, after a past accident with him as a sole survivor, he ended up believing that only misfortune will befall those who are near him, and has refrained from making friends or having relationships ever since.

However, everything starts to change after transferring to a new school. After toppling another death flag, his classmate Nanami Knight Bladefield notices his powers and tries to learn more about him, promising that she will remain at his side no matter what may happen. Thus begins Souta's journey as he meets new friends and acquaintances while uncovering the mysteries of his ability—which might run deeper than what anyone expects.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/11/63363l.jpg,TV,13.0,209136,https://myanimelist.net/anime/19685/Kanojo_ga_Flag_wo_Oraretara
49721,Karakai Jouzu no Takagi-san 3,8.37,"Comedy, Romance","As summer break comes to an end, Nishikata is stoked to try out his newest pranks and finally outdo his classmate Takagi once and for all. Despite his losing streak, he is slowly getting to know the unrelenting workings of her crafty mind. However, he soon realizes that Takagi's motivations behind her teasing may not be what he initially assumed. One thing is certain, though: each fun-filled day of strategizing and competing brings the two closer than ever.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1861/120361l.jpg,TV,12.0,208870,https://myanimelist.net/anime/49721/Karakai_Jouzu_no_Takagi-san_3
29067,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,7.3,"Comedy, Romance","The Tsunashi couple is as lively and offbeat as ever. Hardcore otaku shut-in Hajime and workaholic office lady Kaoru still get themselves into hilarious situations thanks to both their own eccentric natures and the bizarre group of friends surrounding them.

After learning about Kaoru's pregnancy, Hajime works harder than ever to become a good husband and a worthy father. Meanwhile, Kaoru reflects on their relationship and remembers all of the trials and tribulations that brought them closer. The two of them continue to put their best foot forward in their lives and their marriage—all for the sake of long-lasting, selfless love.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/9/73595l.jpg,TV,13.0,208448,https://myanimelist.net/anime/29067/Danna_ga_Nani_wo_Itteiru_ka_Wakaranai_Ken_2_Sure-me
1033,Sennen Joyuu,8.24,"Action, Adventure, Award Winning, Drama, Fantasy, Romance","At the turn of the millennium, Ginei Studio's dilapidated buildings are set to be demolished. Ex-employee and filmmaker Genya Tachibana decides to honor this occasion with a commemorative documentary about the company's star actress: Chiyoko Fujiwara, the reclusive sweetheart of Shouwa Era cinema. Having finally obtained permission to interview the retired starlet, an enamored Genya drags along cynical cameraman Kyouji Ida to meet her, ready to put his lifelong idol back in the spotlight once more.

Hidden in this secluded mountain retreat is a thousand years of history condensed into one lifetime, waiting to be narrated. Chiyoko's recollections take them on an illusionary journey through Japanese cinematic history that transcends the boundaries of reality; the saga of her acting career intertwines with her filmography, the actors in her life blend seamlessly with the characters on screen, and the present melds with the past. Though the actress may have retired at the height of her career 30 years ago, the curtain on her life's stage has yet to fall.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1648/93626l.jpg,Movie,1.0,207291,https://myanimelist.net/anime/1033/Sennen_Joyuu
37956,3D Kanojo: Real Girl 2nd Season,7.66,Romance,"Teenage otaku Tsutsui is finally starting to feel comfortable in his relationship with his beautiful classmate Iroha, but the real world continues to make things tough for both of them. With the school cultural festival coming up, Tsutsui gets stuck working on the festival committee while Iroha's classmates pressure her to enter the beauty contest. Meanwhile, Tsutsui's best friend Itou finally works up the courage to confess his feelings to Ayado, but she turns him down. As Itou works to get over this rejection and Tsutsui struggles just to survive the festival, they both decide to do whatever they can to become better people. Will their good intentions pave the way to a happy outcome, or will more hearts be broken along the way?

(Source: ANN)",https://cdn.myanimelist.net/images/anime/1237/113435l.jpg,TV,12.0,206638,https://myanimelist.net/anime/37956/3D_Kanojo__Real_Girl_2nd_Season
10321,Uta no☆Prince-sama♪ Maji Love 1000%,7.01,"Comedy, Romance","Haruka Nanami, an aspiring composer from the countryside, longs to write music for her beloved idol, Hayato Ichinose. Determined to accomplish this goal, she enrolls into Saotome Academy, a highly regarded vocational school for the performing arts.

Upon her arrival, Haruka soon learns that everyone on staff, including the headmaster, is either an idol, a composer, or a poet. To top it all off, she is surrounded by incredibly talented future idols and composers, and the competition among the students is fierce; with the possibility of recruitment by the Shining Agency upon graduation, the stakes are incredibly high. As she strives to reach her dream at the academy, one fateful night, a series of events lead Haruka to a mysterious man standing in the moonlight, and he seems a bit familiar...

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/6/30248l.jpg,TV,13.0,205875,https://myanimelist.net/anime/10321/Uta_no☆Prince-sama♪_Maji_Love_1000
18095,Nourin,6.74,"Comedy, Romance, Ecchi","Idol-obsessed Kousaku Hata is left devastated when his favorite, Yuka Kusakabe, unexpectedly announces her retirement at the peak of an illustrious career. As Yuka’s biggest fan, this news proves to be more difficult than he can bear. Shaken to his very core, he sinks into depression and places himself in self-imposed isolation. However, on the day his friends managed to convince him to attend school again, he gets a pleasant surprise.

It turns out that his beloved idol, under the guise of Ringo Kinoshita, has transferred into his class. This miraculous development fills Kousaku with newfound resolve, as he dedicates himself to take advantage of the once-in-a-lifetime opportunity. With the support of his teacher and friends, Kousaku works toward getting close to the girl of his dreams and uncovering the reason for her retirement from the entertainment industry.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/6/57563l.jpg,TV,12.0,204204,https://myanimelist.net/anime/18095/Nourin
11179,Papa no Iukoto wo Kikinasai!,7.24,"Comedy, Romance","Yuuta Segawa has just started his freshman year of university. One day, his sister Yuri, who raised him after their parents died, asks him to take care of her daughters Hina, Sora and Miu while she and her husband go overseas on a business trip. Yuuta grudgingly accepts, but tragedy strikes when their plane goes missing and all passengers are presumed dead. In an effort to prevent the three girls from being split up, Yuuta goes against their family and takes them in, just as his sister took him in when he had no one else.

Now the four find themselves in a new and peculiar situation: Yuuta must learn how to balance his new responsibilities—as the newest member of the Street Observation Research Society, a club for people watching, and also as a father figure—while Sora, Miu, and Hina come to terms with the loss of their parents.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/2/35039l.jpg,TV,12.0,204124,https://myanimelist.net/anime/11179/Papa_no_Iukoto_wo_Kikinasai
36885,Saenai Heroine no Sodatekata Fine,8.41,"Comedy, Romance","With the second Winter Comiket just around the corner, Blessing Software has been vigorously producing its new game, ""How to Raise a Boring Girlfriend."" Despite Utaha Kasumigaoka and Eriri Spencer Sawamura leaving the circle, Megumi Katou and Tomoya Aki are hopeful that, by sticking to Tomoya's original vision for the game, their upcoming creation will exceed Blessing Software's previous installment.

With the addition of new members Iori and Izumi Hashima, development ensues—but not without its share of setbacks. Things rarely go as planned in the dating sim industry, with numerous obstacles forcing Tomoya to decide between helping his friends or completing the game. 

Saenai Heroine no Sodatekata Fine draws the series to a close as Tomoya selects his final route, both within his personal life and Blessing Software.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1671/111411l.jpg,Movie,1.0,202247,https://myanimelist.net/anime/36885/Saenai_Heroine_no_Sodatekata_Fine
570,Jin-Rou,7.78,"Action, Award Winning, Drama, Romance, Suspense","In an alternate history, following World War II, civil unrest and terrorism run rampant in a devastated Japan under foreign occupation. During a botched interception of underground munitions being transferred by a terrorist organization, Constable Kazuki Fuse, a soldier in an elite counter-terrorism unit, witnesses the true terror of human nature. He fails to prevent a teenage girl from carrying out a desperate suicide bombing that subsequently causes immense destruction to Tokyo. With mental scars and his competence under question, Fuse is sent back to the military academy for re-evaluation. Unbeknownst to him, he will soon be caught up in a web of government conspiracies that have the power to determine the future of all of Japan.

As Fuse treads the fine line between human and beast, he ultimately discovers to which side he truly belongs.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1323/103343l.jpg,Movie,1.0,202033,https://myanimelist.net/anime/570/Jin-Rou
5204,Kara no Kyoukai Movie 6: Boukyaku Rokuon,7.43,"Action, Fantasy, Mystery, Romance, Suspense","With strange events occurring at Reien Girls' Academy during winter break, Azaka Kokutou, a student and apprentice mage, is sent by her master to investigate. It turns out that another mage has been stealing the students' memories using fairies that, despite her magical talent, are invisible to Azaka. So Shiki Ryougi, an acquaintance with special eyes who can see what Azaka cannot, is also sent to the academy to help with the crisis.  

However, the two have trouble getting along, mainly due to the fact that Azaka views Shiki as her romantic rival. But when the fairy situation quickly spirals out of control and more layers of the mystery are revealed, Azaka must learn to work with Shiki in order to save her classmates.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/2/21739l.jpg,Movie,1.0,201770,https://myanimelist.net/anime/5204/Kara_no_Kyoukai_Movie_6__Boukyaku_Rokuon
52481,Gimai Seikatsu,7.31,Romance,"Yuuta Asamura gets a new stepsister after his father remarries, Saki Ayase, who happens to be the number one beauty of the school year. They promise each other not to be too close, not to be too opposing, and to simply keep a vague and comfortable distance, having learned important values about men and women relationships from their parents' previous ones.

Saki, who has worked alone for the sake of her family, doesn't know how to properly rely on others, whereas Yuuta is unsure of how to truly treat her. Standing on fairly equal ground, these two gradually learn the comfort of living together.

Their relationship progresses from strangers to friends as the days pass. This is a story that may one day lead to love.

(Source: MAL News)",https://cdn.myanimelist.net/images/anime/1420/143707l.jpg,TV,12.0,201631,https://myanimelist.net/anime/52481/Gimai_Seikatsu
67,Basilisk: Kouga Ninpou Chou,7.53,"Action, Drama, Romance","For centuries, the Iga and Kouga ninja clans have engaged in a bitter war. But when a ceasefire is ordered by the powerful warlord Ieyasu Tokugawa, the two clans are forced to put down their arms.

Years later, Gennosuke Kouga, heir of the Kouga clan, and Oboro Iga, heir of the Iga clan, have fallen in love. Through marriage, both heirs aim to bring peace to the clans. But their hopes are dashed when flames of rivalry between their clans are reignited, and they are dragged into another war.

Ieyasu's two grandsons have both claimed to be the next heir to the shogunate. To resolve this dispute, both the Kouga and Iga are ordered to send their 10 best warriors to fight in a bloody battle royale, with each clan representing one of the potential shogunate heirs. Two scrolls with the names of the fighters are given and are to be marked in blood upon the given fighter's death. The prize for winning is the favor of the Tokugawa shogunate for a thousand years. Torn between their love for each other and duty to their clans, Gennosuke and Oboro must ultimately decide the fate of their clans.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1103/133549l.jpg,TV,24.0,201354,https://myanimelist.net/anime/67/Basilisk__Kouga_Ninpou_Chou
50710,Urusei Yatsura (2022),7.4,"Comedy, Romance, Sci-Fi","When aliens known as the Oni threaten to invade the Earth, they promise to leave under one condition—a randomly-chosen human must win a one-on-one game of tag against Lum, the beautiful daughter of the Oni leader. The ""lucky"" person selected happens to be the lustful and unlucky high schooler Ataru Moroboshi. Given 10 days to attempt to grab Lum's horns, Ataru realizes how impossible the challenge is as he is faced with Lum's extraterrestrial powers.

Motivated by a promise of marriage from his childhood friend Shinobu Miyake, Ataru manages to catch Lum off guard. He mistakenly grabs hold of her bikini top first, but he eventually achieves his true goal. Although the game is over, Lum misunderstands that she is the one whom Ataru wants to marry, and she decides to move in with him. The poor student constantly tries to shake off the clingy Lum while doing his best to reconcile with his desired fiancée. After Ataru's heroic feat results in such a disastrous outcome, it is questionable whether luck will ever be on his side.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1233/129144l.jpg,TV,23.0,200973,https://myanimelist.net/anime/50710/Urusei_Yatsura_2022
53434,"Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii?",7.29,"Action, Fantasy, Romance","The young but feared sorcerer Zagan is a candidate to become a member of the 13 Archdemons—a group of the strongest sorcerers in the world—following the death of their eldest member, Marchosias. When attending the deceased Archdemon's estate auction, Zagan finds something he did not expect: love at first sight. The sorcerer impulsively spends all his money to take Nephelia, a rare elf slave, back to his castle. Given the girl's mysterious and troubling past, there is a lot for Zagan to uncover about his new companion.

However, Zagan's lack of experience with the unfamiliar feeling of love leads to many awkward moments between him and Nephelia, whom he calls by the nickname ""Nephy."" As the two grow closer and get more comfortable around each other, it becomes increasingly evident that Nephy's feelings might not be so different from Zagan's.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1346/141203l.jpg,TV,12.0,200755,https://myanimelist.net/anime/53434/Maou_no_Ore_ga_Dorei_Elf_wo_Yome_ni_Shitanda_ga_Dou_Medereba_Ii
33095,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,8.7,"Drama, Romance","Even after having risen to the utmost rank of shin'uchi, Yotarou struggles to find his own identity in the world of rakugo. Caught between his master's teachings and the late Sukeroku's unique style, his performance lacks an important ingredient—ego. And while his popularity packs the theaters, he is but one of the few; rakugo is under threat of being eclipsed.

Meanwhile Yakumo, regarded by many as the last bastion of preserving the popularity of rakugo, struggles to cope with his elderly state. Even though his performances are still stellar, he fears that he is nearing his limits. His doubts grow stronger as an old friend creeps ever closer. Konatsu, for her part, attempts to raise her son as a single mother, which Yotarou is heavily opposed to. Instead, he seeks to persuade her to marry him and in turn raise her son as his own.

In Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen, the curtains fall on Yotarou and Yakumo's story, tasked with restoring the near-obsolete art form as well as overcoming their internal conflicts.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1493/124765l.jpg,TV,12.0,200261,https://myanimelist.net/anime/33095/Shouwa_Genroku_Rakugo_Shinjuu__Sukeroku_Futatabi-hen
22961,Date A Live II: Kurumi Star Festival,7.9,Romance,"On the day of the Tanabata festival, Shidou Itsuka happens to meet the eerie Kurumi Tokisaki, who proceeds to ask him out on a date. Although nervous, Shidou accepts the offer. The two spend their time visiting to a planetarium, buying food at the festival, and trying out a mock wedding ceremony. Meanwhile, Shirou's friends—Tooka Yatogami, Yoshino, and Kotori Itsuka—are looking for him, while also enjoying the festival themselves.
 
As Shidou spends the day with Kurumi, he begins to notice an unexpected softer side of her. He knows that Kurumi is infamously called the ""Worst Spirit,"" but the girl standing before him is a gentle soul. However, as the day draws to a close, Shirou finally begins to understand the truth behind it all.
 
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1759/131412l.jpg,OVA,1.0,198887,https://myanimelist.net/anime/22961/Date_A_Live_II__Kurumi_Star_Festival
10020,Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,7.31,"Comedy, Romance","The true end arc of Ore no Imouto. These four episodes branch out after the 11th episode of the main TV series and present an alternative version to the end of the TV series. These episodes contrast with the good end arc of the TV series, which was an original ending written for the anime, and instead closely follows the original story from the light novels.",https://cdn.myanimelist.net/images/anime/8/29734l.jpg,ONA,4.0,198667,https://myanimelist.net/anime/10020/Ore_no_Imouto_ga_Konnani_Kawaii_Wake_ga_Nai_Specials
38787,Senryuu Shoujo,7.36,"Comedy, Romance","To the students of Karai High School, Nanako Yukishiro is a pretty, calm, and cute 16-year-old. However, Nanako is no ordinary girl, as she cannot speak! Instead, Nanako communicates through senryuu—17-syllable-long poems. 

Sixteen-year-old Eiji Busujima used to be delinquent in his middle school years. However, he has since turned over a new leaf due to his newfound love of senryuu. Despite his menacing looks, Eiji gets along well with Nanako as a fellow member of the Literature Club.

Even though Nanako is mute, the adorable pair have no problem communicating with each other. Senryuu Shoujo is a light and relaxing story of two teenagers' daily lives.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1751/98216l.jpg,TV,12.0,197867,https://myanimelist.net/anime/38787/Senryuu_Shoujo
36754,Kakuriyo no Yadomeshi,7.54,"Drama, Fantasy, Gourmet, Romance","Abandoned as a child by her mother, Aoi Tsubaki has always had the ability to see ""ayakashi""—spirits from the Hidden Realm. Shirou Tsubaki, her grandfather who shared the same ability, took her under his wing and taught her how to live with the ayakashi in peace. When her grandfather abruptly passes away, the independent Aoi must continue her college career, armed with only her knowledge in cooking as a means of protection against the human-eating spirits. In hopes that the ayakashi will not turn to her or other unknowing humans as a tasty meal, she takes it upon herself to feed the hungry creatures that cross her path.

After giving a mysterious ayakashi her lunch, Aoi is transported to the Hidden Realm, where the ayakashi reveals himself to be an ogre-god known as Oodanna, the ""Master Innkeeper."" There, she learns that she was used as collateral for her grandfather's debt of one hundred million yen, and that she must pay the price for her grandfather's careless decision by marrying Oodanna. Aoi valiantly refuses and decides to settle things on her own terms: she will pay off the debt herself by opening an eatery at Oodanna's inn.

Kakuriyo no Yadomeshi follows the journey of Aoi as she proceeds to change and touch the lives of the ayakashi through the one weapon she has against them—her delicious cooking.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1035/95056l.jpg,TV,26.0,196131,https://myanimelist.net/anime/36754/Kakuriyo_no_Yadomeshi
36864,Akkun to Kanojo,6.81,"Comedy, Romance","Despite his incredible bashfulness, Atsuhiro ""Akkun"" Kagari has landed the girl of his dreams: the sweet and loveable Non Katagiri. However, his embarrassment for affectionate acts—from giving compliments to exchanging a kiss—causes him to act harsh and downright mean to Katagiri in their day-to-day lives. But Akkun is still very much a boy in love; he shows his admiration for Katagiri in his own way. From tailing her in order to take her picture to eavesdropping in on her conversations, he ends up stalking his own girlfriend. 

Luckily enough, Katagiri finds Akkun's actions cute and endearing, and knows he doesn't really mean any of his insults. Even if their close friend, Masago Matsuo, finds their dynamic a little odd, Katagiri loves her sweet tyrant just the way he is.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1404/90601l.jpg,TV,25.0,195837,https://myanimelist.net/anime/36864/Akkun_to_Kanojo
37396,Shikioriori,7.12,"Drama, Romance","The rigorous city life of China, while bustling and unforgiving, contains the everlasting memories of days past. Three stories told in three different cities, Shikioriori follows the loss of youth and the daunting realization of adulthood. 

Though reality may seem ever changing, unchangeable are the short-lived moments of one's childhood days. A plentiful bowl of noodles, the beauty of family and the trials of first love endure the inevitable flow of time, as three different characters explore the strength of bonds and the warmth of cherished memories. Within the disorder of the present world, witness these quaint stories recognize the comfort of the past, and attempt to revive the neglected flavors of youth. 

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1529/93093l.jpg,Movie,3.0,194837,https://myanimelist.net/anime/37396/Shikioriori
57433,Seishun Buta Yarou wa Santa Claus no Yume wo Minai,8.17,"Drama, Romance, Supernatural","After surviving the entrance exams, Sakuta Azusagawa has finally enrolled in the same university as his girlfriend, Mai Sakurajima. He is gradually getting used to the unfamiliar environment as he attends student gatherings and makes new acquaintances. Everything seems to be going smoothly until Sakuta's friend and Sweet Bullet idol group member Uzuki Hirokawa begins acting out.

With fellow Sweet Bullet member Nodoka Toyohama pleading for his help, Sakuta realizes that he has stumbled upon another case of the inexplicable Puberty Syndrome—Uzuki is feeling pressured by the sudden surge of popularity and rumors of a potential solo career. While Sakuta searches for a solution, another occurrence of Puberty Syndrome gradually emerges from the shadows.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1823/149858l.jpg,TV,13.0,193967,https://myanimelist.net/anime/57433/Seishun_Buta_Yarou_wa_Santa_Claus_no_Yume_wo_Minai
44516,Koroshi Ai,6.9,"Action, Romance","Novice bounty hunter Chateau Dankworth never expected to encounter someone capable of overpowering her in combat. Even less so that the mysterious man would take an immediate interest in her—to the point of aiding her missions. However, Chateau makes it clear that she has no plans of entertaining any personal involvement with him.

Chateau's company is soon tasked with eliminating Song Ryang-ha—an expert assassin and a former member of a powerful Asian organization. Coincidentally, Ryang-ha is the man that has been pursuing her. Despite his background, Chateau reluctantly agrees to meet with Ryang-ha as part of a deal: in exchange for going out with him, he will provide her with the locations of current targets, dead or alive.

But when the past begins to haunt both killers, their arrangement may need to come to an end, as their entanglement puts their lives at grave risk.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1485/119329l.jpg,TV,12.0,193673,https://myanimelist.net/anime/44516/Koroshi_Ai
